no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
65,K3172002,DKI JAKARTA,Swasta,KLINIK UTAMA NON RAWAT INAP PANDAONI MEDIKA,0,"41,609","41,609",Klinik / Balai
66,3172161,DKI JAKARTA,Swasta,YAYASAN GINJAL DIATRANS INDONESIA,0,"40,867","40,867",Klinik / Balai
67,K3273002,JAWA BARAT,Swasta,KLINIK UTAMA PERISAI HUSADA,0,"38,854","38,854",Klinik / Balai
68,K3274013,JAWA BARAT,Swasta,CIREBON EYE CENTER,302,"38,457","38,759",Klinik / Balai
69,K1108002,NAD,Swasta,KLINIK UTAMA KASEHAT WALAFIAT,"4,289","33,366","37,655",Klinik / Balai
70,K3274001,JAWA BARAT,Swasta,KLINIK INDERA,0,"37,508","37,508",Klinik / Balai
71,K3578002,JAWA TIMUR,Swasta,KLINIK UTAMA WELAS ASIH MEDIKA,0,"37,341","37,341",Klinik / Balai
72,K6471001,KALIMANTAN TIMUR,Swasta,KLINIK MATA SMEC BALIKPAPAN,0,"37,329","37,329",Klinik / Balai
73,K1207001,SUMATERA UTARA,Swasta,KLINIK SPESIALIS BUNDA,0,"35,780","35,780",Klinik / Balai
74,K3518001,JAWA TIMUR,Swasta,KLINIK MATA EDC WARUJAYENG,1,"35,689","35,695",Klinik / Balai
75,3302040,JAWA TENGAH,Pemerintah,BP4 PURWOKERTO,0,"34,120","34,120",Klinik / Balai
76,K3273008,JAWA BARAT,Swasta,KLINIK UTAMA PRIANGAN MEDICAL & EYE CENTER,0,"33,727","33,727",Klinik / Balai
77,6472126,KALIMANTAN TIMUR,Pemerintah,BALAI KESEHATAN MATA DAN OLAHRAGA MASYARAKAT (BKMOM),0,"33,400","33,400",Klinik / Balai
78,K6571001,KALIMANTAN UTARA,Swasta,KLINIK CARSA TARAKAN,"3,874","29,325","33,199",Klinik / Balai
79,K7372003,SULAWESI SELATAN,Swasta,KLINIK UTAMA SITTI KHADIJAH,"2,081","30,436","32,517",Klinik / Balai
80,K3175216,DKI JAKARTA,Swasta,KLINIK HEMODIALISIS LIONS,0,"32,383","32,383",Klinik / Balai
81,K3273003,JAWA BARAT,Swasta,KLINIK UTAMA NETRA SPESIALIS MATA,1,"32,311","32,312",Klinik / Balai
82,K7306019,SULAWESI SELATAN,Swasta,KLINIK RAFI,0,"31,974","31,974",Klinik / Balai
83,K6372001,KALIMANTAN SELATAN,Swasta,KLINIK UTAMA NIRWANA,"4,611","26,549","31,160",Klinik / Balai
84,K3314002,JAWA TENGAH,Swasta,KLINIK UTAMA RIZKY AMALIA,"2,280","28,644","30,924",Klinik / Balai
85,K3507002,JAWA TIMUR,Swasta,KLINIK UTAMA SAFIRA MEDICAL CENTER,0,"30,641","30,642",Klinik / Balai
86,K1903001,BANGKA BELITUNG,Swasta,KLINIK PARIT TIGA JEBUS,"4,744","25,893","30,637",Klinik / Balai
87,K6472001,KALIMANTAN TIMUR,Swasta,KLINIK MATAHARI BHAKTI HUSADA,"1,062","28,406","29,468",Klinik / Balai
88,K1302001,SUMATERA BARAT,Swasta,KLINIK MATA PESSEL,0,"29,438","29,438",Klinik / Balai
89,K6172002,KALIMANTAN BARAT,Swasta,KLINIK MATA SINGKAWANG EYE CENTER,0,"29,157","29,157",Klinik / Balai
90,K3303001,JAWA TENGAH,Swasta,KLINIK PKU MUHAMMADIYAH,"5,105","23,298","28,405",Klinik / Balai
91,K3578005,JAWA TIMUR,Swasta,KLINIK MATA DR. SJAMSU,0,"27,847","27,847",Klinik / Balai
92,K3518002,JAWA TIMUR,Swasta,KLINIK MATA AYU SIWI,0,"27,600","27,606",Klinik / Balai
93,3205035,JAWA BARAT,Pemerintah,BBKPM GARUT,0,"27,392","27,392",Klinik / Balai
94,K7271032,SULAWESI TENGAH,Swasta,KLINIK SPESIALIS MATA MITRA,0,"27,327","27,327",Klinik / Balai
95,K3313002,JAWA TENGAH,Swasta,KLINIK UTAMA AMANAH MEDIKA,"1,808","25,382","27,190",Klinik / Balai
96,3203062,JAWA BARAT,Pemerintah,BBKPM CIANJUR,0,"26,739","26,739",Klinik / Balai
97,K3527002,JAWA TIMUR,Swasta,KLINIK UTAMA QONAAH,"15,321","11,062","26,383",Klinik / Balai
98,3371039,JAWA TENGAH,Pemerintah,BKPM MAGELANG,329,"25,550","25,879",Klinik / Balai
99,K3305003,JAWA TENGAH,Swasta,KEBUMEN EYE CENTER,2,"25,750","25,752",Klinik / Balai
100,K3276074,JAWA BARAT,Swasta,KLINIK HD SAHABAT KELUARGA,0,"25,703","25,703",Klinik / Balai
101,K3174097,DKI JAKARTA,Swasta,KLINIK KIDNEY CENTRE (RAYCARE),0,"25,206","25,206",Klinik / Balai
102,K7172001,SULAWESI UTARA,Swasta,KLINIK MATA BITUNG,0,"25,171","25,171",Klinik / Balai
103,K8171003,MALUKU,Swasta,KLINIK MATA UTAMA MALUKU,0,"24,939","24,941",Klinik / Balai
104,K1115001,NAD,Swasta,KLINIK UTAMA RAWAT INAP CAHAYA HUSADA,"7,275","17,217","24,492",Klinik / Balai
105,K1471003,RIAU,Swasta,KLINIK UTAMA NUSA LIMA,734,"23,732","24,466",Klinik / Balai
106,K7313001,SULAWESI SELATAN,Swasta,KLINIK MATA MITRA,0,"24,171","24,172",Klinik / Balai
107,K3273005,JAWA BARAT,Swasta,KLINIK UTAMA MONALISA,122,"23,633","23,756",Klinik / Balai
108,K6401001,KALIMANTAN TIMUR,Swasta,KLINIK UTAMA PERMATA BUNDA,"4,499","19,254","23,753",Klinik / Balai
109,K3507001,JAWA TIMUR,Swasta,KLINIK RAWAT INAP MUSLIMAT SINGOSARI,"3,942","19,808","23,750",Klinik / Balai
110,K7303001,SULAWESI SELATAN,Swasta,KLINIK UTAMA MITRA MEDICA MANDIRI,"8,866","14,843","23,709",Klinik / Balai
111,K7271002,SULAWESI TENGAH,Swasta,KLINIK SPESIALIS MATA SMEC PALU,0,"23,654","23,654",Klinik / Balai
112,K1230446,JAWA BARAT,Swasta,KLINIK MATA MAJALENGKA,0,"23,546","23,546",Klinik / Balai
113,6171081,KALIMANTAN BARAT,Pemerintah,BALAI PENGOBATAN MATA,0,"23,104","23,104",Klinik / Balai
114,K7371001,SULAWESI SELATAN,Swasta,KLINIK LADOKGI TNI AL - YOS SUDARSO,0,"23,050","23,051",Klinik / Balai
115,K3209005,JAWA BARAT,Swasta,KLINIK UTAMA SUMBER MEDICAL CENTER,0,"22,695","22,695",Klinik / Balai
116,K5171006,BALI,Swasta,KLINIK UTAMA RAWAT INAP SARI DHARMA,515,"21,845","22,360",Klinik / Balai
117,K3276003,JAWA BARAT,Swasta,KLINIK UTAMA RAWAT JALAN PRIMAS MEDIKA,0,"22,022","22,022",Klinik / Balai
118,K3214002,JAWA BARAT,Swasta,KLINIK DR. UENG,710,"21,250","21,960",Klinik / Balai
119,3374489,JAWA TENGAH,Pemerintah,BKPM SEMARANG,110,"21,848","21,958",Klinik / Balai
120,K3211001,JAWA BARAT,Swasta,KLINIK SIAGA BEDAH,"2,501","18,654","21,155",Klinik / Balai
121,K3211002,JAWA BARAT,Swasta,KLINIK UTAMA SEHAT MULIA,53,"20,844","20,897",Klinik / Balai
122,K3209001,JAWA BARAT,Swasta,KLINIK MEGU MEDICAL CENTER,0,"20,748","20,759",Klinik / Balai
123,3376037,JAWA TENGAH,Pemerintah,BP4 KOTA TEGAL,0,"20,719","20,719",Klinik / Balai
124,K3303003,JAWA TENGAH,Swasta,KLINIK UTAMA RAWAT INAP H. MUSTAJAB,"3,457","17,169","20,661",Klinik / Balai
125,k1902001,BANGKA BELITUNG,Swasta,KLINIK BHAKTI TIMAH,"1,687","18,857","20,551",Klinik / Balai
126,K3209002,JAWA BARAT,Swasta,KLINIK SEHAT ANUGERAH,0,"20,538","20,538",Klinik / Balai
127,K3507078,JAWA TIMUR,Swasta,KEPANJEN EYE CENTER,0,"20,456","20,456",Klinik / Balai
128,K3276002,JAWA BARAT,Swasta,KLINIK UTAMA RAWAT JALAN DR. FAKHRURROZI,0,"20,325","20,325",Klinik / Balai
129,K3671001,BANTEN,Swasta,KLINIK HD RAYCARE KARAWACI,0,"20,230","20,230",Klinik / Balai
130,K3372002,JAWA TENGAH,Swasta,KLINIK HEMODIALISIS PMI KOTA SURAKARTA,0,"20,139","20,139",Klinik / Balai
131,K7604001,SULAWESI BARAT,Swasta,HAYYAT MEDICAL AND WELLNESS CENTER,0,"19,962","19,962",Klinik / Balai
132,1275038,SUMATERA UTARA,Pemerintah,BKMM MEDAN SUMUT,0,"19,781","19,781",Klinik / Balai
133,K7306001,SULAWESI SELATAN,Swasta,KLINIK MATA HASANUDDIN,0,"19,639","19,639",Klinik / Balai
134,K1171001,NAD,Swasta,KLINIK GINJAL NADHIRA,0,"19,301","19,301",Klinik / Balai
135,K1871008,LAMPUNG,Swasta,KLINIK HEMODIALISA LIONS BANDAR LAMPUNG,0,"19,233","19,233",Klinik / Balai
136,K3173721,DKI JAKARTA,Swasta,KLINIK HEMODIALISIS TIDORE,0,"18,958","18,958",Klinik / Balai
137,K5311001,NTT,Swasta,KLINIK UTAMA JOHANES DON BOSCO DO,0,"17,988","17,988",Klinik / Balai
138,K1103002,NAD,Swasta,KLINIK UTAMA CAHAYA SEHAT,"5,294","12,653","17,947",Klinik / Balai
139,K1501001,JAMBI,Swasta,KLINIK UTAMA KHUSUS MATA KITA,632,"17,171","17,803",Klinik / Balai
140,K734001,SULAWESI SELATAN,Swasta,KLINIK APOTEK DHANI,0,"17,551","17,551",Klinik / Balai
141,K6303001,KALIMANTAN SELATAN,Swasta,KLINIK GLOBAL FARMA,"8,854","8,674","17,528",Klinik / Balai
142,K1872017,LAMPUNG,Swasta,KLINIK HEMODIALISA DCHC,0,"17,103","17,103",Klinik / Balai
143,K3213001,JAWA BARAT,Swasta,KLINIK MITRA MEDIKA TAMBAKAN,"4,290","12,429","16,719",Klinik / Balai
144,K6271001,KALIMANTAN TENGAH,Swasta,KLINIK MATA TAMBUN BUNGAI,0,"16,410","16,478",Klinik / Balai
145,K3374002,JAWA TENGAH,Swasta,KLINIK GINJAL & HIPERTENSI LESTARI - BMS,0,"16,472","16,472",Klinik / Balai
146,K2172001,KEPULAUAN RIAU,Swasta,KLINIK MATA AVISENNA,0,"15,920","15,920",Klinik / Balai
147,3322037,JAWA TENGAH,Pemerintah,BKPM AMBARAWA,0,"15,914","15,914",Klinik / Balai
148,K354007,JAWA TIMUR,Swasta,KLINIK MATA EDC TULUNGAGUNG,0,"15,653","15,653",Klinik / Balai
149,K5171003,BALI,Swasta,KLINIK UTAMA SEMESTA MANDIRI,0,"15,515","15,515",Klinik / Balai
150,K3209004,JAWA BARAT,Swasta,KLINIK LMC KEMOTERAPI & HEMATOLOGI CIREBON,23,"15,283","15,306",Klinik / Balai
151,K2171007,KEPULAUAN RIAU,Swasta,KLINIK UTAMA HUSADA CITRA MEDIKA BATAM,54,"15,236","15,290",Klinik / Balai
152,K3527001,JAWA TIMUR,Swasta,KLINIK UTAMA SUKMA WIJAYA,"5,317","9,226","14,543",Klinik / Balai
153,K3671003,BANTEN,Swasta,KLINIK AVIO PRIMA INDONESIA,0,"14,415","14,415",Klinik / Balai
154,K7303002,SULAWESI SELATAN,Swasta,KLINIK UTAMA DOI 79 BANTAYAN,"7,221","6,979","14,200",Klinik / Balai
155,K1805001,LAMPUNG,Swasta,KLINIK UTAMA RAWAT INAP RAHAYU,"2,188","11,772","13,960",Klinik / Balai
156,K3302003,JAWA TENGAH,Swasta,KLINIK UTAMA WISHNU HUSADA,"2,725","11,045","13,770",Klinik / Balai
157,K3672001,BANTEN,Swasta,KLINIK KHUSUS GINJAL HEMODIALIASIS WIJAYA KUSUMA,0,"13,572","13,572",Klinik / Balai
158,K3172005,DKI JAKARTA,Swasta,KLINIK HEMODIALISA SARTIKA,0,"13,463","13,463",Klinik / Balai
159,K6307001,KALIMANTAN SELATAN,Swasta,KLINIK MUBARAK,"4,238","9,213","13,451",Klinik / Balai
160,K724001,SULAWESI TENGAH,Swasta,KLINIK UTAMA WALUYO POSO,0,"13,451","13,451",Klinik / Balai
161,K5171001,BALI,Swasta,KLINIK UTAMA DHARMA SIDHI,380,"12,988","13,368",Klinik / Balai
162,K3174135,DKI JAKARTA,Swasta,KLINIK UTAMA TIENDRA,0,"12,698","13,116",Klinik / Balai
163,K3526004,JAWA TIMUR,Swasta,KLINIK MATA UTAMA MADURA,0,"12,898","12,898",Klinik / Balai
164,K1610001,SUMATERA SELATAN,Swasta,KLINIK UTAMA SEHAT SEJAHTERA,"1,565","11,225","12,790",Klinik / Balai
165,K3322002,JAWA TENGAH,Swasta,KLINIK SARI MEDIKA,"2,325","10,321","12,646",Klinik / Balai
166,K7571001,GORONTALO,Swasta,KLINIK UTAMA MIRAH SEHATI,"3,364","9,056","12,421",Klinik / Balai
167,K3276120,JAWA BARAT,Swasta,JEC@CINERE,0,"12,356","12,356",Klinik / Balai
168,K3276005,JAWA BARAT,Swasta,KLINIK AZZAHRA DUA,0,"12,287","12,287",Klinik / Balai
169,K3172001,DKI JAKARTA,Swasta,KLINIK HEMODIALISIS CIPTA HUSADA 2,0,"11,911","11,911",Klinik / Balai
170,K3578001,JAWA TIMUR,Swasta,MODERN DASA MEDIKA,0,"11,616","11,616",Klinik / Balai
171,K3276007,JAWA BARAT,Swasta,KLINIK UTAMA RAWAT JALAN DEPOK MEDIKA,0,"11,593","11,593",Klinik / Balai
172,3318041,JAWA TENGAH,Pemerintah,BP4 PATI,0,"11,557","11,557",Klinik / Balai
173,K1113001,NAD,Swasta,KLINIK UTAMA TANOH GAYO,"4,014","7,262","11,277",Klinik / Balai
174,K2171008,KEPULAUAN RIAU,Swasta,KLINIK UTAMA MEDIPLUS,266,"10,902","11,168",Klinik / Balai
175,K1905001,BANGKA BELITUNG,Swasta,KLINIK BAKTI TIMAH TOBOALI,"2,104","8,968","11,072",Klinik / Balai
176,3274041,JAWA BARAT,Pemerintah,BKPM PROVINSI JAWA BARAT,20,"10,988","11,008",Klinik / Balai
177,K1971001,BANGKA BELITUNG,Swasta,KLINIK UTAMA HEMODIALISA APOTIK BERKAT,0,"10,826","10,826",Klinik / Balai
178,K3322001,JAWA TENGAH,Swasta,KLINIK UTAMA SATRIA MEDITAMA,"4,203","6,068","10,271",Klinik / Balai
179,K3674002,BANTEN,Swasta,KLINIK HEMODIALISIS IMAGO PAMULANG,0,"10,024","10,024",Klinik / Balai
180,K1674001,SUMATERA SELATAN,Swasta,KLINIK UTAMA MATA SILAMPARI SRIWIJAYA EYE CENTRE LUBUKLINGGAU,0,"9,411","9,411",Klinik / Balai
181,K3204005,JAWA BARAT,Swasta,KLINIK HEMOLIFE,0,"9,335","9,335",Klinik / Balai
182,K3216005,JAWA BARAT,Swasta,KLINIK SPESIALIS MATA SMEC BEKASI,0,"9,126","9,126",Klinik / Balai
183,K7322001,SULAWESI SELATAN,Swasta,KLINIK ALIF MEDIKA,"2,900","6,024","8,924",Klinik / Balai
184,K3578797,JAWA TIMUR,Swasta,SURABAYA EYE CLINIC,0,"8,902","8,902",Klinik / Balai
185,K3208002,JAWA BARAT,Swasta,KLINIK UTAMA SAMARA,"1,376","7,160","8,614",Klinik / Balai
186,K6401002,KALIMANTAN TIMUR,Swasta,KLINIK UTAMA BUDI MULIA,"2,059","5,922","7,981",Klinik / Balai
187,K3276079,JAWA BARAT,Swasta,KLINIK UTAMA RAWAT INAP SPESIALIS MATA SMEC DEPOK,8,"7,914","7,976",Klinik / Balai
188,K1374001,SUMATERA BARAT,Swasta,KLINIK JANTUNG SITI AMINAH,0,"7,955","7,955",Klinik / Balai
189,K1111001,NAD,Swasta,KLINIK CUT MUTIA COT GIREK,"4,252","3,643","7,895",Klinik / Balai
190,K3216003,JAWA BARAT,Swasta,ADISTIA,0,"7,893","7,893",Klinik / Balai
191,K1232061,DKI JAKARTA,Swasta,KLINIK UTAMA SMEC TEBET,0,"7,803","7,803",Klinik / Balai
192,K3174002,DKI JAKARTA,Swasta,KLINIK GET HEALTHY HEMODIALISIS,0,"7,734","7,734",Klinik / Balai
193,K2171002,KEPULAUAN RIAU,Swasta,KLINIK UTAMA SANO MEDIKA,0,"7,681","7,681",Klinik / Balai
194,K1305001,SUMATERA BARAT,Swasta,KLINIK UTAMA SUCI MEDIKA,1,"7,529","7,530",Klinik / Balai
195,K2172002,KEPULAUAN RIAU,Swasta,KLINIK MATA SMEC TANJUNG PINANG,0,"7,458","7,458",Klinik / Balai
196,K165001,SUMATERA SELATAN,Swasta,KLINIK UTAMA RAWAT INAP SUDIRJO PARTODIMEJO,"1,638","5,705","7,343",Klinik / Balai
197,K1210676,SUMATERA UTARA,Swasta,KLINIK SPESIALIS MATA SMEC SIANTAR,0,"7,320","7,320",Klinik / Balai
198,K3304001,JAWA TENGAH,Swasta,KLINIK MUHAMMADIYAH MERDEN,"3,142","4,144","7,286",Klinik / Balai
199,K6472003,KALIMANTAN TIMUR,Swasta,KLINIK SILOAM MEDIKA,418,"6,713","7,131",Klinik / Balai
200,K7322002,SULAWESI SELATAN,Swasta,KLINIK MATA NURAINI,0,"7,105","7,105",Klinik / Balai
201,K6306001,KALIMANTAN SELATAN,Swasta,KLINIK CAHAYA IMANI,690,"6,177","6,867",Klinik / Balai
202,K3522001,JAWA TIMUR,Swasta,KLINIK UTAMA RAWAT INAP MUHAMMADIYAH KEDUNGADEM,"5,288","1,528","6,816",Klinik / Balai
203,K5203001,NTB,Swasta,KLINIK PERMATA CINTA,"2,003","4,715","6,718",Klinik / Balai
204,3305036,JAWA TENGAH,Pemerintah,BP4 KEBUMEN,0,"6,434","6,434",Klinik / Balai
205,K3671002,BANTEN,Swasta,KLINIK HEMODIALISA SEJAHTERA,0,"6,104","6,104",Klinik / Balai
206,K3276004,JAWA BARAT,Swasta,KLINIK EL MEDIKASIH,0,"6,103","6,103",Klinik / Balai
207,K7317002,SULAWESI SELATAN,Swasta,KLINIK WALMA ST. MADYANG,890,"5,204","6,094",Klinik / Balai
208,K1571001,JAMBI,Swasta,KLINIK MATA KAMBANG,0,"6,053","6,053",Klinik / Balai
209,K3204003,JAWA BARAT,Pemerintah,KLINIK HEMODIALISA KIMIA FARMA,0,"5,964","5,964",Klinik / Balai
210,K1871010,LAMPUNG,Swasta,KLINIK HD TIRTAYASA CENTER MEDIKA,0,"5,848","5,848",Klinik / Balai
211,K5102001,BALI,Swasta,KLINIK DHARMANATHA TABANAN,"2,311","3,483","5,794",Klinik / Balai
212,K3372003,JAWA TENGAH,Swasta,KLINIK UTAMA PKU MUHAMMADIYAH SAMPANGAN,"1,215","4,555","5,784",Klinik / Balai
213,K7373003,SULAWESI SELATAN,Swasta,KLINIK MITRA HUSADA,"1,784","3,848","5,632",Klinik / Balai
214,K3276006,JAWA BARAT,Swasta,KLINIK UTAMA ANUGERAH,973,"4,316","5,289",Klinik / Balai
215,K3313003,JAWA TENGAH,Swasta,KLINIK BERSALIN UTAMA DEVALISHA,"1,865","3,339","5,204",Klinik / Balai
216,K5171004,BALI,Swasta,KLINIK NIKI DIAGNOSTIC CENTER,0,"5,151","5,151",Klinik / Balai
217,K1275073,SUMATERA UTARA,Swasta,KLINIK MEDAN HEMODIALISIS CENTER,0,"5,096","5,096",Klinik / Balai
218,K3674217,BANTEN,Swasta,CYCARE HEMODIALYSIS CLINIC,0,"5,073","5,073",Klinik / Balai
219,1171046,NAD,Pemerintah,BKPM PROVINSI ACEH,0,"5,063","5,063",Klinik / Balai
220,K5108001,BALI,Swasta,KLINIK DHARMANATHA,"2,835","2,097","4,932",Klinik / Balai
221,K7317001,SULAWESI SELATAN,Swasta,KLINIK BERKAH,"3,823",963,"4,817",Klinik / Balai
222,K3171001,DKI JAKARTA,Swasta,KLINIK UTAMA MATANYA EYE CLINIK,0,"4,707","4,707",Klinik / Balai
223,K3206001,JAWA BARAT,Swasta,KLINIK UTAMA ARMINA MEDIKA,0,"4,656","4,656",Klinik / Balai
224,K7318001,SULAWESI SELATAN,Swasta,KLINIK HARAPAN BUNDA,691,"3,859","4,550",Klinik / Balai
225,K1290003,PAPUA BARAT,Pemerintah,KLINIK UTAMA PRODENS,0,"4,400","4,400",Klinik / Balai
226,K3578796,JAWA TIMUR,Swasta,3D CLINIC,0,"4,341","4,341",Klinik / Balai
227,K3276076,JAWA BARAT,Swasta,KLINIK ESA PEMUDA,0,"4,315","4,315",Klinik / Balai
228,K1701002,BENGKULU,Swasta,KLINIK UTAMA HARAPAN MITRA,"1,031","3,163","4,281",Klinik / Balai
229,K3603001,BANTEN,Swasta,KLINIK DIALISA PENTA BANDARA CENGKARENG,0,"4,266","4,266",Klinik / Balai
230,K3271001,JAWA BARAT,Swasta,KLINIK BOGOR KIDNEY CENTER,0,"4,202","4,202",Klinik / Balai
231,K7311001,SULAWESI SELATAN,Swasta,KLINIK AYU MEDIKA DAN KLINIK BERSALIN 2,"3,096","1,048","4,144",Klinik / Balai
232,K344211,DIY,Swasta,KLINIK UTAMA DIALISIS DAMAI SEJAHTERA,0,"4,083","4,083",Klinik / Balai
233,K1250217,NTT,Pemerintah,KLINIK UTAMA JIWA DEWANTA MENTAL HEALTHCARE,146,"3,918","4,064",Klinik / Balai
234,8171041,MALUKU,Pemerintah,BKPM MALUKU,0,"4,027","4,027",Klinik / Balai
235,K7373002,SULAWESI SELATAN,Swasta,KLINIK NASHIRAH,"2,859","1,067","3,926",Klinik / Balai
236,K1702001,BENGKULU,Swasta,KLINIK AN-NISSA,"3,160",699,"3,862",Klinik / Balai
237,K3173003,DKI JAKARTA,Swasta,KLINIK TIRTA MEDICAL CENTER,0,"3,550","3,550",Klinik / Balai
238,K1108012,NAD,Swasta,KLINIK UTAMA NAGGROE MADANI,"1,910","1,608","3,518",Klinik / Balai
239,K1270294,SULAWESI TENGGARA,Swasta,KLINIK MATA KENDARI,0,"3,481","3,481",Klinik / Balai
240,3375036,JAWA TENGAH,Pemerintah,BP4 KOTA PEKALONGAN,0,"3,304","3,304",Klinik / Balai
241,K7171005,SULAWESI UTARA,Pemerintah,SATUAN PELAYANAN KLINIK UTAMA MATA PROV SULUT,0,"3,298","3,298",Klinik / Balai
242,K917001,PAPUA BARAT,Pemerintah,KLINIK UTAMA KAB. SORONG,12,"3,132","3,144",Klinik / Balai
243,K3173001,DKI JAKARTA,Swasta,KLINIK UTAMA KASIH SAYANG,0,"3,130","3,130",Klinik / Balai
244,K6172001,KALIMANTAN BARAT,Swasta,KLINIK INSAN CITRA MADANI,483,"2,580","3,063",Klinik / Balai
245,K3173005,DKI JAKARTA,Swasta,NUSANTARA DIALYSIS CENTER,0,"2,964","2,964",Klinik / Balai
246,K3173002,DKI JAKARTA,Swasta,KLINIK GARUDA SENTRA MEDIKA,0,"2,964","2,964",Klinik / Balai
247,K3508001,JAWA TIMUR,Swasta,KLINIK BERSALIN BUNDA ELSA,682,"2,150","2,832",Klinik / Balai
248,K1260069,KALIMANTAN SELATAN,Swasta,KLINIK UTAMA MEGA ANUGERAH,348,"2,454","2,802",Klinik / Balai
249,K1234509,JAWA BARAT,Swasta,SAWANGAN EYE CLINIC,0,"2,778","2,778",Klinik / Balai
250,K344212,DIY,Swasta,KLINIK UTAMA HEMODIALISIS PMI DIY,0,"2,743","2,743",Klinik / Balai
251,K1471005,RIAU,Swasta,KLINIK UTAMA GINJAL SEHAT,0,"2,736","2,736",Klinik / Balai
252,K1872001,LAMPUNG,Swasta,KLINIK AZIZAH,"1,600","1,114","2,714",Klinik / Balai
253,K1806001,LAMPUNG,Swasta,KLINIK TANJUNG BARU MEDIKA,"1,060","1,622","2,682",Klinik / Balai
254,K7171002,SULAWESI UTARA,Swasta,KLINIK KESIRA TRINITA MANADO,214,"2,287","2,501",Klinik / Balai
255,K1471002,RIAU,Swasta,KLINIK BUKIT RAYA,899,"1,512","2,411",Klinik / Balai
256,3402081,DIY,Swasta,RUMAH SAKIT BEDAH ADELIA,491,"1,841","2,332",Klinik / Balai
257,K1231529,JAWA TIMUR,Swasta,KLINIK JANTUNG HASNA MEDIKA MALANG,227,"1,942","2,169",Klinik / Balai
258,K1612001,SUMATERA SELATAN,Swasta,KLINIK UTAMA PERTAMEDIKA PENDOPO,"1,404",756,"2,160",Klinik / Balai
259,K3173722,DKI JAKARTA,Swasta,KLINIK UTAMA HD TELKOMEDIKA CENTER,0,"2,064","2,064",Klinik / Balai
260,K3173004,DKI JAKARTA,Swasta,KLINIK UTAMA GTP HEMODIALISIS,0,"1,867","1,867",Klinik / Balai
261,K1270104,SULAWESI SELATAN,Swasta,KLINIK UTAMA AL FATIH,300,"1,527","1,827",Klinik / Balai
262,K3276121,JAWA BARAT,Swasta,CITRA ELMEDIK KASIH,0,"1,818","1,818",Klinik / Balai
263,K3329001,JAWA TENGAH,Swasta,KLINIK UTAMA JIWA AHMAD KAMALI,237,"1,532","1,769",Klinik / Balai
264,K3214003,JAWA BARAT,Swasta,ASRI KEMALA DEWI,182,"1,558","1,740",Klinik / Balai
265,K7308062,SULAWESI SELATAN,Swasta,NUR ANNISA AL-ISLAMIAH,"1,289",399,"1,688",Klinik / Balai
266,K3578007,JAWA TIMUR,Pemerintah,3D CLINIC PAKAL,0,"1,594","1,594",Klinik / Balai
267,K6171002,KALIMANTAN BARAT,Pemerintah,UPT PELAYANAN KESEHATAN PARU,0,"1,566","1,577",Klinik / Balai
268,K329012,JAWA BARAT,Swasta,KLINIK JANTUNG HASNA MEDIKA KEDAWUNG,0,"1,437","1,437",Klinik / Balai
269,K1211001,SUMATERA UTARA,Swasta,KLINIK MINA,544,882,"1,426",Klinik / Balai
270,K3519001,JAWA TIMUR,Swasta,KLINIK UTAMA RAWAT INAP YEPA HUSADA KAIBON,430,829,"1,261",Klinik / Balai
271,K3526001,JAWA TIMUR,Swasta,KLINIK MATA EDC BANGKALAN,0,"1,190","1,190",Klinik / Balai
272,K8205001,MALUKU UTARA,Pemerintah,KLINIK UTAMA KAO,"1,144",14,"1,158",Klinik / Balai
273,K3273006,JAWA BARAT,Swasta,KLINIK UTAMA AL ISLAM,484,657,"1,141",Klinik / Balai
274,3373041,JAWA TENGAH,Pemerintah,BKPM SALATIGA,0,"1,087","1,087",Klinik / Balai
275,K3276119,JAWA BARAT,Swasta,KLINIK HD MITRA DENAM,0,"1,038","1,038",Klinik / Balai
276,K3201001,JAWA BARAT,Swasta,KLINIK UTAMA RAWAT INAP ARABBANI,85,939,"1,024",Klinik / Balai
277,K1211497,KEPULAUAN RIAU,Swasta,KLINIK UTAMA KIMIA FARMA SAGULUNG BARU,0,924,924,Klinik / Balai
278,K1171003,NAD,Swasta,KLINIK BERSALIN NEW PUTROE PHANG,669,227,898,Klinik / Balai
279,B3302001,JAWA TENGAH,Pemerintah,BKMIA KARTINI,435,424,859,Klinik / Balai
280,K1234769,JAWA BARAT,Swasta,KLINIK UTAMA MATA JATIWARINGIN MEDIKA,0,857,857,Klinik / Balai
281,K1671041,SUMATERA SELATAN,Swasta,KLINIK JENDERAL SUDIRMAN EYE CENTER,0,802,802,Klinik / Balai
282,K6171142,KALIMANTAN BARAT,Swasta,KLINIK UTAMA PESONA BUNDA,262,502,764,Klinik / Balai
283,K1232846,JAWA TENGAH,Swasta,KLINIK UTAMA CITRA MULIA,125,579,704,Klinik / Balai
284,K3173006,DKI JAKARTA,Pemerintah,KLINIK UTAMA HUSADA SETIA WASPADA,77,578,655,Klinik / Balai
285,K7174001,SULAWESI UTARA,Swasta,KLINIK UTAMA KASIH FATIMAH,241,407,648,Klinik / Balai
286,K1234799,JAWA TIMUR,Swasta,KLINIK UTAMA NUSANTARA MEDIKA SURABAYA,0,640,640,Klinik / Balai
287,K1871009,LAMPUNG,Swasta,KLINIK HEMODIALISA TANGKAS,0,612,612,Klinik / Balai
